,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Forest_Cover,Soil_Type,Wilderness_Area
3854,2997.47191,108.0,5777.0,230.0,218.0,120.0,659.0,Spruce/Fir,22,Rawah
3855,3436.0,406.43383276945383,924.0,177.0,255.0,255.0,1173.0,Spruce/Fir,24,Neota
3856,2544.0,339.0,960.0,207.0,223.0,154.0,1792.7121820615796,Ponderosa Pine,4,Comanche Peak
3857,3090.0,228.0,2483.0,221.0,241.0,156.0,2724.968201754386,Spruce/Fir,32,Comanche Peak
3858,-730.0,212.0,3276.0,148.5,203.0,94.0,4340.0,Lodgepole Pine,12,Rawah
3859,2900.0,170.0,812.0,223.0,203.0,110.0,2016.0,Spruce/Fir,33,Comanche Peak
3860,2997.47191,127.0,5383.0,213.0,242.0,166.0,1129.0,Spruce/Fir,29,Rawah
3861,2617.0,124.0,1905.0,174.0,248.0,211.0,351.0,Ponderosa Pine,4,Comanche Peak
3862,2721.0,90.0,1806.0,160.0,212.0,186.0,1025.0,Lodgepole Pine,32,Comanche Peak
3863,3317.0,258.0,1475.0,220.0,156.0,92.0,17774.0,Krummholz,32,Comanche Peak
3864,3102.0,283.0,5779.0,205.0,253.0,180.0,2012.0,Lodgepole Pine,22,Rawah
3865,2317.79373,0.0,847.0,213.0,255.0,153.0,1513.0,Cottonwood/Willow,5,Cache la Poudre
3866,3354.0,406.43383276945383,2010.0,186.0,219.0,202.5,1087.0,Spruce/Fir,32,Comanche Peak
3867,2839.0,90.0,2070.0,166.0,221.0,194.0,1041.0,Spruce/Fir,23,Comanche Peak
3868,2997.47191,30.0,4773.0,204.0,227.0,215.5,2298.0,Lodgepole Pine,30,Rawah
3869,2317.79373,2652.0,793.0,225.0,225.0,225.0,886.0,Cottonwood/Willow,17,Cache la Poudre
3870,2968.239846,2652.0,993.0,220.0,216.0,255.0,2724.968201754386,Spruce/Fir,23,Comanche Peak
3871,2757.0,474.0,2563.0,245.0,230.0,102.0,1792.7121820615796,Ponderosa Pine,31,Comanche Peak
3872,2952.0,120.0,3828.0,226.0,173.0,120.0,5214.0,Lodgepole Pine,12,Rawah
3873,2968.239846,0.0,1215.0,138.0,138.0,138.0,2343.0,Spruce/Fir,20,Comanche Peak
3874,2634.0,30.0,1045.0,190.0,248.0,195.0,1282.0,Lodgepole Pine,23,Comanche Peak
3875,2363.0,299.0936416184971,20985.0,170.0,249.0,209.5,674.0,Douglas-fir,10,Cache la Poudre
3876,2997.47191,446.0,3392.0,160.0,243.0,219.0,1170.0,Spruce/Fir,39,Rawah
3877,2656.0,60.0,1952.0,243.0,214.0,96.0,875.0,Lodgepole Pine,11,Comanche Peak
3878,2626.0,330.0,351.0,201.0,225.0,163.0,1473.0,Lodgepole Pine,29,Rawah
3879,3232.0,350.0,4115.0,155.0,234.0,217.0,2242.0,Spruce/Fir,38,Comanche Peak
3880,2997.47191,300.0,2066.0,224.0,220.0,222.0,2416.0,Lodgepole Pine,12,Rawah
3881,3100.0,258.0,162.0,216.0,221.0,218.5,1022.0,Lodgepole Pine,30,Rawah
3882,3122.0,212.0,5109.0,196.0,218.0,160.0,426.0,Spruce/Fir,30,Rawah
3883,3030.0,2652.0,3301.0,207.0,241.0,173.0,234.0,Spruce/Fir,29,Rawah
3884,2753.0,532.0,655.0,208.0,210.0,209.0,771.0,Lodgepole Pine,11,Comanche Peak
3885,2965.0,405.8667892607576,5401.0,255.0,255.0,255.0,3522.0,Lodgepole Pine,29,Rawah
3886,3244.0,234.0,2402.0,208.0,252.0,167.0,2724.968201754386,Spruce/Fir,33,Comanche Peak
3887,3143.0,30.0,1100.0,181.0,203.0,192.0,2724.968201754386,Spruce/Fir,23,Comanche Peak
3888,2664.0,297.0,1350.0,142.5,210.0,75.0,591.0,Lodgepole Pine,30,Rawah
3889,2788.0,60.0,2833.0,218.0,200.0,112.0,4610.0,Lodgepole Pine,30,Rawah
3890,2968.239846,60.0,2948.0,226.0,228.0,136.0,1276.0,Spruce/Fir,23,Comanche Peak
3891,3150.0,405.8667892607576,4841.0,200.0,232.0,171.0,2641.0,Lodgepole Pine,29,Rawah
3892,3351.0,175.0,2330.0,172.0,232.0,199.0,2714.0,Spruce/Fir,39,Rawah
3893,2326.0,216.0,750.0,152.0,222.0,208.0,384.0,Ponderosa Pine,10,Cache la Poudre
3894,3063.0,300.0,1355.0,213.0,221.0,144.0,1869.0,Spruce/Fir,32,Comanche Peak
3895,2967.0,270.0,1595.0,225.0,241.0,150.0,696.0,Lodgepole Pine,32,Comanche Peak
3896,3008.0,3144.0,25383.0,189.0,241.0,137.0,1693.0,Lodgepole Pine,32,Comanche Peak
3897,2159.0,150.0,1342.0,255.0,255.0,255.0,335.0,Ponderosa Pine,3,Cache la Poudre
3898,2907.0,301.0,679.0,241.0,255.0,255.0,1092.0,Lodgepole Pine,31,Comanche Peak
3899,3153.0,255.0,4269.0,213.5,235.0,192.0,1158.0,Spruce/Fir,30,Rawah
3900,2923.0,0.0,335.0,251.0,213.0,232.0,1150.0,Spruce/Fir,29,Rawah
3901,2968.239846,300.0,1830.0,210.0,210.0,210.0,1116.0,Spruce/Fir,32,Comanche Peak
3902,2968.239846,268.0,1762.0,195.0,210.0,180.0,1423.0,Douglas-fir,13,Comanche Peak
3903,2317.79373,216.0,750.0,251.0,186.0,218.5,633.0,Ponderosa Pine,1,Cache la Poudre
3904,3001.0,234.0,2182.0,255.0,231.0,255.0,642.0,Lodgepole Pine,30,Rawah
3905,3096.0,150.0,644.0,206.0,226.0,0.0,17774.0,Lodgepole Pine,30,Rawah
3906,2997.47191,120.0,2021.0,222.5,251.0,194.0,2512.0,Lodgepole Pine,30,Rawah
3907,2997.47191,371.0,1670.0,157.0,212.0,102.0,1786.0,Lodgepole Pine,29,Rawah
3908,3064.0,510.0,1624.0,234.0,228.0,125.0,1332.0,Spruce/Fir,12,Rawah
3909,2968.239846,405.8667892607576,3414.4758082333014,213.0,251.0,171.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
3910,3011.0,108.0,2406.0,235.0,182.0,208.5,2812.0,Lodgepole Pine,33,Comanche Peak
3911,3172.0,577.0,2218.0,210.0,211.0,0.0,3321.0,Spruce/Fir,31,Comanche Peak
3912,3277.0,67.0,20985.0,229.0,178.5,128.0,927.0,Spruce/Fir,38,Rawah
3913,2968.239846,382.0,285.0,230.0,241.0,144.0,2861.496788722996,Lodgepole Pine,23,Comanche Peak
3914,2999.0,488.0,510.0,255.0,194.0,85.0,824.0,Lodgepole Pine,29,Rawah
3915,2712.0,30.0,3414.4758082333014,136.0,136.0,136.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
3916,2997.47191,60.0,5286.0,211.0,240.0,168.0,2724.968201754386,Spruce/Fir,20,Rawah
3917,2913.0,127.0,4640.0,226.0,236.0,145.0,1641.0,Lodgepole Pine,30,Rawah
3918,3096.0,780.0,25383.0,173.5,217.0,130.0,2418.0,Spruce/Fir,32,Comanche Peak
3919,3070.0,421.0,2265.0,209.0,209.0,209.0,2724.968201754386,Spruce/Fir,32,Comanche Peak
3920,2667.0,67.0,2174.0,164.0,248.0,198.0,543.0,Ponderosa Pine,4,Comanche Peak
3921,2968.239846,405.8667892607576,1761.0,179.0,179.0,179.0,1390.0,Lodgepole Pine,10,Comanche Peak
3922,6704.0,361.0,3354.0,223.0,248.0,235.5,1256.0,Lodgepole Pine,12,Rawah
3923,2938.0,589.0,20985.0,0.0,228.0,48.0,14188.0,Spruce/Fir,23,Comanche Peak
3924,2997.47191,642.0,2831.0,191.0,211.0,156.0,1782.0,Lodgepole Pine,29,Rawah
3925,2685.0,0.0,95.0,224.0,234.0,146.0,979.0,Lodgepole Pine,11,Comanche Peak
3926,3147.0,405.8667892607576,4268.0,175.0,253.0,214.0,2861.496788722996,Lodgepole Pine,13,Comanche Peak
3927,2968.239846,120.0,1269.0,249.0,249.0,249.0,769.0,Spruce/Fir,27,Comanche Peak
3928,-730.0,417.0,1879.0,239.0,230.0,234.5,3004.0,Spruce/Fir,38,Neota
3929,3240.0,150.0,4400.0,173.0,232.0,202.5,2430.0,Spruce/Fir,32,Comanche Peak
3930,2959.0,150.0,5130.0,181.0,222.0,140.0,2903.0,Spruce/Fir,29,Rawah
3931,2997.47191,85.0,1359.0,235.0,235.0,235.0,2861.496788722996,Lodgepole Pine,29,Rawah
3932,3124.0,390.0,25383.0,238.0,222.0,113.0,1123.0,Lodgepole Pine,29,Rawah
3933,3326.0,693.0,953.0,205.0,198.0,125.0,571.0,Spruce/Fir,38,Rawah
3934,3200.0,631.0,1650.0,249.0,219.0,234.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
3935,2879.0,90.0,1343.0,222.0,222.0,222.0,769.0,Lodgepole Pine,13,Comanche Peak
3936,3268.0,313.0,3660.0,126.0,190.0,62.0,3052.0965842167257,Krummholz,29,Rawah
3937,2821.0,0.0,3632.0,228.0,228.0,228.0,6428.0,Lodgepole Pine,23,Rawah
3938,3038.0,406.43383276945383,3196.0,194.0,0.0,0.0,361.0,Spruce/Fir,29,Rawah
3939,2982.0,405.8667892607576,4414.0,203.0,212.0,145.0,1878.0,Lodgepole Pine,30,Rawah
3940,3137.0,42.0,2697.0,215.0,234.0,224.5,1209.0,Spruce/Fir,40,Rawah
3941,2844.0,745.0,570.0,222.0,0.0,138.0,2861.496788722996,Lodgepole Pine,11,Comanche Peak
3942,2915.0,120.0,20985.0,191.0,183.0,175.0,2536.0,Spruce/Fir,29,Rawah
3943,3062.0,150.0,1273.0,238.0,220.0,110.0,2125.0,Lodgepole Pine,29,Rawah
3944,2643.0,371.0,1100.0,255.0,231.0,255.0,2861.496788722996,Lodgepole Pine,12,Rawah
3945,2038.0,390.0,371.0,122.0,199.0,209.0,981.0,Douglas-fir,5,Cache la Poudre
3946,6704.0,90.0,1342.0,167.0,252.0,209.5,1554.0,Lodgepole Pine,4,Comanche Peak
3947,2764.0,300.0,2514.0,225.0,232.0,228.5,6008.0,Lodgepole Pine,39,Rawah
3948,2564.0,270.0,551.0,227.0,215.0,121.0,1383.0,Douglas-fir,2,Comanche Peak
3949,2968.239846,108.0,745.0,0.0,253.0,187.0,551.0,Lodgepole Pine,24,Comanche Peak
3950,3054.0,134.0,362.0,71.0,0.0,169.0,735.0,Spruce/Fir,22,Neota
3951,3001.0,720.0,5332.0,222.0,234.0,149.0,2861.496788722996,Lodgepole Pine,29,Rawah
3952,3051.0,810.0,2530.0,255.0,202.0,125.0,1800.0,Lodgepole Pine,24,Comanche Peak
3953,3195.0,376.0,3019.0,199.0,253.0,226.0,60.0,Lodgepole Pine,13,Comanche Peak
3954,3321.0,247.0,3617.5606469002696,227.0,182.0,204.5,1842.0,Spruce/Fir,39,Rawah
3955,3063.0,182.0,3414.4758082333014,199.0,215.0,152.0,1256.0,Lodgepole Pine,32,Comanche Peak
3956,2968.239846,210.0,2201.0,202.0,202.0,202.0,1579.0,Lodgepole Pine,33,Comanche Peak
3957,2955.0,90.0,2190.0,209.5,229.0,190.0,2234.0,Spruce/Fir,23,Comanche Peak
3958,2692.0,362.0,1395.0,156.5,206.0,107.0,4021.0,Lodgepole Pine,12,Rawah
3959,2942.0,218.0,1800.0,219.0,230.0,147.0,1423.0,Lodgepole Pine,23,Comanche Peak
3960,2284.0,270.0,1022.0,130.0,172.0,169.0,484.0,Ponderosa Pine,10,Cache la Poudre
3961,2974.0,376.0,450.0,247.0,209.0,228.0,661.0,Lodgepole Pine,33,Comanche Peak
3962,3029.0,424.0,1110.0,227.0,169.5,112.0,1087.0,Lodgepole Pine,33,Comanche Peak
3963,2721.0,300.0,2164.0,222.0,221.0,134.0,5643.0,Lodgepole Pine,12,Rawah
3964,-730.0,417.0,20985.0,197.0,243.0,186.0,2861.496788722996,Lodgepole Pine,23,Comanche Peak
3965,3244.0,405.8667892607576,5584.0,220.0,199.0,209.5,1266.0,Lodgepole Pine,29,Rawah
3966,2997.47191,30.0,4924.0,207.0,214.0,142.0,990.0,Spruce/Fir,29,Rawah
3967,3036.0,560.0,2162.0,238.0,238.0,238.0,1195.0,Lodgepole Pine,13,Comanche Peak
3968,2968.239846,767.0,1120.0,218.0,219.0,136.0,2059.0,Spruce/Fir,13,Comanche Peak
3969,3253.0,170.0,671.0,224.0,221.0,227.0,1092.0,Lodgepole Pine,40,Neota
3970,2735.0,446.0,2460.0,241.0,214.0,99.0,2142.0,Lodgepole Pine,32,Comanche Peak
3971,2968.239846,603.0,600.0,194.5,234.0,155.0,618.0,Spruce/Fir,33,Comanche Peak
3972,2856.0,108.0,2229.0,111.0,111.0,111.0,2724.968201754386,Spruce/Fir,13,Comanche Peak
3973,3260.0,481.0,983.0,191.0,190.5,190.0,2861.496788722996,Lodgepole Pine,24,Neota
3974,3027.0,0.0,3617.5606469002696,179.0,228.0,130.0,2724.968201754386,Spruce/Fir,23,Comanche Peak
3975,2317.79373,170.0,362.0,186.0,246.0,199.0,1792.7121820615796,Ponderosa Pine,10,Cache la Poudre
3976,2968.239846,406.43383276945383,2941.0,193.5,232.0,155.0,2284.0,Spruce/Fir,23,Comanche Peak
3977,3079.0,470.0,5093.0,195.0,238.0,183.0,2861.496788722996,Lodgepole Pine,12,Rawah
3978,2909.0,277.0,3301.0,207.0,242.0,255.0,2724.968201754386,Spruce/Fir,12,Rawah
3979,2814.0,2652.0,900.0,96.0,96.0,96.0,1055.0,Spruce/Fir,33,Comanche Peak
3980,2742.0,60.0,2589.0,209.0,217.0,144.0,4447.0,Lodgepole Pine,16,Rawah
3981,3194.0,480.0,3558.0,204.0,217.0,0.0,1800.0,Spruce/Fir,32,Comanche Peak
3982,2688.0,120.0,1194.0,255.0,216.0,95.0,2861.496788722996,Lodgepole Pine,13,Comanche Peak
3983,2968.239846,42.0,1935.0,242.0,223.0,232.5,968.0,Lodgepole Pine,17,Comanche Peak
3984,3149.0,408.0,3985.0,172.0,227.0,117.0,4551.0,Lodgepole Pine,29,Rawah
3985,2849.0,127.0,1020.0,149.5,215.0,84.0,2220.0,Lodgepole Pine,33,Comanche Peak
3986,3449.0,0.0,1973.0,255.0,219.0,127.0,17774.0,Spruce/Fir,35,Neota
3987,2373.0,162.0,485.0,244.0,232.0,255.0,1896.7532467532467,Douglas-fir,1,Cache la Poudre
3988,3377.0,60.0,20985.0,242.0,212.0,227.0,3052.0965842167257,Krummholz,37,Rawah
3989,2648.0,234.0,3414.4758082333014,255.0,217.0,107.0,895.0,Lodgepole Pine,29,Rawah
3990,3156.0,95.0,3617.5606469002696,0.0,224.0,132.0,1380.0,Spruce/Fir,23,Rawah
3991,2872.0,218.0,1788.0,148.5,209.0,88.0,1592.0,Lodgepole Pine,34,Comanche Peak
3992,3288.0,376.0,3454.0,181.5,236.0,127.0,618.0,Spruce/Fir,32,Comanche Peak
3993,2884.0,270.0,1965.0,215.0,217.0,255.0,2861.496788722996,Lodgepole Pine,26,Comanche Peak
3994,3029.0,67.0,4662.0,208.0,229.0,218.5,842.0,Lodgepole Pine,29,Rawah
3995,2869.0,108.0,1523.0,164.0,220.0,192.0,1252.0,Spruce/Fir,33,Comanche Peak
3996,2968.239846,180.0,2281.0,206.0,184.5,163.0,2861.496788722996,Lodgepole Pine,23,Comanche Peak
3997,3333.0,2652.0,25383.0,170.0,230.0,199.0,366.0,Spruce/Fir,31,Neota
3998,2968.239846,67.0,3161.0,204.0,219.0,189.0,2698.0,Spruce/Fir,24,Comanche Peak
3999,2968.239846,335.0,3212.0,164.5,209.0,120.0,3010.0,Spruce/Fir,11,Comanche Peak
4000,2952.0,120.0,4348.0,193.0,255.0,148.0,1978.0,Lodgepole Pine,29,Rawah
4001,2757.0,0.0,2039.0,172.0,172.0,172.0,3304.0,Lodgepole Pine,23,Rawah
4002,2607.0,190.0,1053.0,0.0,210.0,0.0,1591.0,Douglas-fir,11,Comanche Peak
4003,2853.0,2652.0,1289.0,234.0,214.0,224.0,1706.0,Lodgepole Pine,29,Rawah
4004,2968.239846,350.0,1683.0,200.0,189.0,178.0,721.0,Krummholz,38,Comanche Peak
4005,3318.0,480.0,1382.0,209.0,215.0,212.0,1850.0,Spruce/Fir,38,Neota
4006,2968.239846,30.0,1690.0,220.0,241.0,156.0,1203.0,Spruce/Fir,17,Comanche Peak
4007,2853.0,405.8667892607576,390.0,197.0,172.0,98.0,247.0,Lodgepole Pine,23,Comanche Peak
4008,2758.0,3144.0,636.0,215.0,202.0,118.0,2861.496788722996,Lodgepole Pine,11,Comanche Peak
4009,3148.0,108.0,2040.0,0.0,222.0,176.0,1883.0,Spruce/Fir,29,Rawah
4010,2959.0,95.0,4723.0,236.0,235.0,235.5,2724.968201754386,Spruce/Fir,29,Rawah
4011,3045.0,212.0,1695.0,195.0,250.0,192.0,1533.0,Spruce/Fir,32,Comanche Peak
4012,2588.0,240.0,1744.0,135.0,135.0,135.0,926.0,Douglas-fir,10,Comanche Peak
4013,2968.239846,108.0,3980.0,176.0,180.5,185.0,14188.0,Spruce/Fir,33,Comanche Peak
4014,2782.0,30.0,1839.0,255.0,243.0,149.0,2340.0,Lodgepole Pine,17,Comanche Peak
4015,3233.0,272.0,638.0,255.0,214.0,116.0,2724.968201754386,Spruce/Fir,22,Rawah
4016,2758.0,127.0,3386.0,252.0,207.0,71.0,2169.481012658228,Aspen,30,Rawah
4017,2998.0,212.0,618.0,163.5,193.0,134.0,1747.0,Spruce/Fir,24,Comanche Peak
4018,3255.0,297.0,2616.0,205.0,222.0,213.5,2524.0,Spruce/Fir,24,Comanche Peak
4019,3313.0,659.0,816.0,218.0,218.0,218.0,323.0,Spruce/Fir,33,Neota
4020,3172.0,895.0,1087.0,0.0,215.0,0.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
4021,3411.0,295.0,3975.0913811007267,227.0,227.0,227.0,1406.0,Krummholz,38,Comanche Peak
4022,3136.0,0.0,1254.0,236.0,237.0,131.0,2496.0,Spruce/Fir,23,Rawah
4023,3621.0,825.0,2724.0,236.0,240.0,132.0,927.0,Spruce/Fir,40,Rawah
4024,2959.0,339.0,3414.4758082333014,202.0,240.0,164.0,4245.0,Lodgepole Pine,29,Rawah
4025,2997.47191,210.0,25383.0,240.0,227.0,116.0,3304.0,Spruce/Fir,29,Rawah
4026,3194.0,677.0,1416.0,247.0,210.0,84.0,2620.0,Lodgepole Pine,33,Comanche Peak
4027,3009.0,480.0,3414.4758082333014,174.0,174.0,174.0,1651.0,Lodgepole Pine,24,Comanche Peak
4028,2997.47191,162.0,2935.0,228.0,225.0,130.0,2732.0,Lodgepole Pine,30,Rawah
4029,2745.0,242.0,2746.0,185.0,226.0,144.0,5089.0,Lodgepole Pine,29,Rawah
4030,3019.0,85.0,446.0,192.5,220.0,165.0,1749.0,Spruce/Fir,22,Comanche Peak
4031,3288.0,67.0,3311.0,0.0,244.0,56.0,1597.0,Spruce/Fir,31,Comanche Peak
4032,2997.47191,406.43383276945383,20985.0,149.0,204.0,94.0,2610.0,Spruce/Fir,40,Rawah
4033,2968.239846,42.0,3392.0,218.0,251.0,161.0,2024.0,Lodgepole Pine,32,Comanche Peak
4034,6704.0,30.0,1047.0,201.0,218.0,184.0,825.0,Lodgepole Pine,31,Comanche Peak
4035,2968.239846,67.0,566.0,255.0,186.0,255.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
4036,2775.0,30.0,577.0,238.0,171.0,104.0,228.0,Aspen,30,Rawah
4037,-730.0,153.0,765.0,254.0,197.0,45.0,850.075,Cottonwood/Willow,3,Cache la Poudre
4038,2997.47191,636.0,5070.0,240.0,240.0,240.0,6073.0,Lodgepole Pine,12,Rawah
4039,3157.0,0.0,3088.0,110.0,222.0,166.0,2345.0,Spruce/Fir,24,Rawah
4040,3215.0,60.0,5380.0,210.0,224.0,151.0,659.0,Spruce/Fir,22,Rawah
4041,3118.0,626.0,2125.0,203.0,234.0,172.0,2424.0,Spruce/Fir,32,Comanche Peak
4042,3050.0,433.0,2900.0,163.5,201.0,126.0,722.0,Spruce/Fir,32,Comanche Peak
4043,3372.0,501.47790339157245,2818.0,226.0,246.0,151.0,3052.0965842167257,Krummholz,24,Comanche Peak
4044,2726.0,85.0,2553.0,211.0,211.0,211.0,2068.0,Lodgepole Pine,12,Rawah
4045,3217.0,212.0,1518.0,193.0,191.0,192.0,2713.0,Spruce/Fir,33,Comanche Peak
4046,2954.0,459.0,484.0,249.0,195.0,61.0,1500.0,Lodgepole Pine,12,Rawah
4047,-730.0,242.0,2563.0,242.0,230.0,114.0,2724.968201754386,Spruce/Fir,24,Comanche Peak
4048,2636.0,408.0,577.0,170.0,147.5,125.0,2547.0,Lodgepole Pine,29,Rawah
4049,2893.0,180.0,5155.0,234.5,246.0,223.0,2861.496788722996,Lodgepole Pine,29,Rawah
4050,3147.0,488.0,696.0,235.0,236.0,115.0,1490.0,Lodgepole Pine,20,Comanche Peak
4051,2997.47191,405.8667892607576,3907.0,255.0,221.0,255.0,1734.0,Lodgepole Pine,29,Rawah
4052,2528.0,323.0,3414.4758082333014,222.0,201.0,107.0,2861.496788722996,Lodgepole Pine,10,Comanche Peak
4053,2843.0,108.0,323.0,200.0,205.0,139.0,242.0,Lodgepole Pine,32,Comanche Peak
4054,3261.0,108.0,3602.0,206.0,206.0,134.0,2724.968201754386,Spruce/Fir,22,Comanche Peak
4056,3302.0,170.0,3404.0,226.0,220.0,232.0,1749.0,Spruce/Fir,39,Rawah
4057,2997.47191,607.0,5766.0,220.5,248.0,193.0,4872.0,Lodgepole Pine,29,Rawah
4058,6704.0,210.0,5763.0,0.0,212.0,40.0,3890.0,Lodgepole Pine,30,Rawah
4059,3259.0,3144.0,25383.0,250.0,187.0,218.5,953.0,Krummholz,39,Comanche Peak
4060,2357.0,67.0,384.0,150.5,201.0,100.0,782.0,Ponderosa Pine,4,Comanche Peak
4061,3127.0,285.0,960.0,209.5,252.0,167.0,1412.0,Lodgepole Pine,29,Rawah
4062,3400.0,900.0,771.0,242.0,230.0,113.0,108.0,Krummholz,22,Neota
4063,2881.0,85.0,3164.0,240.0,180.5,121.0,2584.0,Lodgepole Pine,12,Rawah
4064,2968.239846,2652.0,2069.0,221.0,208.0,119.0,3099.0,Spruce/Fir,32,Comanche Peak
4065,2317.79373,300.0,2021.5858057009889,248.0,166.0,17.0,591.0,Ponderosa Pine,6,Cache la Poudre
4066,2852.0,30.0,20985.0,184.0,219.0,0.0,2861.496788722996,Lodgepole Pine,23,Rawah
4067,3314.0,390.0,3603.0,232.0,232.0,232.0,1652.0,Spruce/Fir,29,Rawah
4068,2635.0,3144.0,2210.0,234.0,207.0,100.0,2568.0,Douglas-fir,17,Comanche Peak
4069,3238.0,192.0,837.0,193.0,243.0,189.0,14188.0,Spruce/Fir,32,Neota
4070,-730.0,2652.0,1719.0,230.0,223.0,126.0,2861.496788722996,Lodgepole Pine,12,Rawah
4071,2997.47191,150.0,3558.0,224.0,225.0,224.5,4414.0,Lodgepole Pine,30,Rawah
4072,2385.0,162.0,1482.0,185.0,228.0,206.5,1896.7532467532467,Douglas-fir,10,Cache la Poudre
4073,2997.47191,30.0,3157.0,185.0,211.0,159.0,4919.0,Lodgepole Pine,20,Rawah
4074,3264.0,882.0,2007.0,201.0,237.0,165.0,2282.0,Spruce/Fir,33,Comanche Peak
4075,3029.0,404.0,1101.0,221.0,218.0,131.0,1819.0,Spruce/Fir,33,Comanche Peak
4076,2997.47191,170.0,4734.0,202.0,202.0,202.0,3142.0,Spruce/Fir,29,Rawah
4077,2783.0,210.0,3062.0,150.0,173.0,151.0,1758.0,Lodgepole Pine,29,Rawah
4078,2838.0,277.0,2496.0,222.0,236.0,151.0,3412.0,Lodgepole Pine,39,Rawah
4079,2935.0,120.0,1786.0,255.0,221.0,255.0,1548.0,Lodgepole Pine,23,Comanche Peak
4080,3130.0,90.0,2335.0,211.0,252.0,231.5,2861.496788722996,Lodgepole Pine,32,Comanche Peak
4081,2929.0,30.0,5600.0,237.0,228.0,120.0,2861.496788722996,Lodgepole Pine,38,Rawah
4082,2946.0,30.0,1358.0,199.5,221.0,178.0,2388.0,Spruce/Fir,33,Comanche Peak
4083,2891.0,2652.0,1489.0,161.0,223.0,99.0,2672.0,Lodgepole Pine,33,Comanche Peak
4084,2645.0,85.0,1290.0,218.0,200.0,209.0,1830.0,Lodgepole Pine,11,Comanche Peak
4085,3007.0,242.0,541.0,245.0,161.5,78.0,1645.0,Lodgepole Pine,29,Rawah
4086,2905.0,256.0,875.0,208.0,198.0,203.0,2033.0,Lodgepole Pine,24,Rawah
4087,2840.0,150.0,3434.0,222.0,213.0,123.0,5368.0,Lodgepole Pine,30,Rawah
4088,3424.0,834.0,966.0,190.0,236.0,186.0,874.0,Spruce/Fir,40,Neota
4089,2743.0,242.0,1371.0,211.0,0.0,148.0,2389.0,Lodgepole Pine,29,Rawah
4090,2065.0,366.0097813578826,285.0,143.0,185.0,227.0,433.0,Ponderosa Pine,5,Cache la Poudre
4091,2997.47191,218.0,20985.0,255.0,255.0,255.0,1878.0,Spruce/Fir,29,Rawah
4092,3187.0,285.0,5436.0,182.0,230.0,134.0,2823.0,Lodgepole Pine,23,Rawah
4093,6704.0,361.0,4469.0,237.0,237.0,237.0,2244.0,Spruce/Fir,22,Rawah
4094,2968.239846,573.0,3198.0,180.5,209.0,152.0,1416.0,Lodgepole Pine,32,Comanche Peak
4095,2718.0,120.0,3414.4758082333014,246.0,246.0,246.0,864.0,Lodgepole Pine,33,Comanche Peak
4096,2814.0,120.0,2036.0,224.0,201.0,105.0,2047.0,Aspen,33,Comanche Peak
4097,3001.0,30.0,4871.0,249.0,169.5,90.0,2910.0,Lodgepole Pine,29,Rawah
4098,2288.0,295.0,437.0,196.0,0.0,120.0,1560.0,Ponderosa Pine,10,Cache la Poudre
4099,2397.0,85.0,1460.0,183.5,202.0,165.0,485.0,Douglas-fir,10,Cache la Poudre
4100,2968.239846,228.0,2656.0,230.0,251.0,209.0,2724.968201754386,Spruce/Fir,33,Comanche Peak
4101,3129.0,212.0,6641.0,144.0,144.0,144.0,2418.0,Lodgepole Pine,29,Rawah
4102,3127.0,85.0,4189.0,208.0,214.0,141.0,1825.0,Spruce/Fir,23,Rawah
4103,2953.0,841.0,1343.0,202.0,244.0,181.0,14188.0,Lodgepole Pine,31,Comanche Peak
4104,6704.0,3144.0,1790.0,230.0,177.0,124.0,1790.0,Krummholz,40,Neota
4105,2393.0,95.0,875.0,158.0,228.0,208.0,1626.0,Douglas-fir,10,Cache la Poudre
4106,2365.0,256.0,1279.0,244.0,204.0,224.0,1248.0,Ponderosa Pine,2,Cache la Poudre
4107,3161.0,552.0,2072.0,201.0,219.0,183.0,420.0,Spruce/Fir,33,Comanche Peak
4108,2940.0,430.0,454.0,249.0,197.0,64.0,1470.0,Lodgepole Pine,29,Rawah
4109,2738.0,406.43383276945383,1414.0,234.0,242.0,136.0,1452.0,Spruce/Fir,24,Comanche Peak
4110,3174.0,540.0,953.0,215.5,244.0,187.0,2861.496788722996,Lodgepole Pine,23,Comanche Peak
4111,3008.0,371.0,2640.0,228.0,246.0,237.0,924.0,Spruce/Fir,13,Comanche Peak
4112,2924.0,301.0,3320.0,186.5,233.0,140.0,4468.0,Lodgepole Pine,12,Rawah
4113,3095.0,127.0,3617.5606469002696,176.0,236.0,206.0,812.0,Spruce/Fir,29,Rawah
4114,2885.0,277.0,765.0,0.0,206.0,37.0,2861.496788722996,Lodgepole Pine,24,Comanche Peak
4115,3169.0,376.0,3086.0,210.0,231.0,220.5,1019.0,Lodgepole Pine,29,Rawah
4116,2907.0,201.0,1560.0,231.0,165.0,45.0,1195.0,Lodgepole Pine,33,Comanche Peak
